date,source,medium,delivery_available,device_type,promo_activated,filter_used,pageviews,visits,productClick,addToCart,checkout,transactions,revenue
2020-03-08,admitad,cpa,Доставка есть,Десктоп,yes,yes,38,2,60,12,6,2,2873
2020-06-20,eLama,cpc,Доставки нет,Мобайл,yes,no,10,1,60,12,11,0,0
2020-03-24,yandex,cpc,Доставка есть,Десктоп,yes,yes,51,2,60,12,8,2,1758
2020-09-07,other,organic,Доставка есть,Мобайл,no,yes,22,1,60,12,9,0,0
2020-05-26,yandex,cpc,Доставки нет,Мобайл,yes,no,14,2,60,12,6,1,857
2020-05-18,yandex,cpc,Доставки нет,Мобайл,no,no,15,2,60,12,10,1,1578
2020-06-14,(direct),(none),Доставки нет,Мобайл,no,no,32,4,60,12,30,0,0
2020-02-26,opmcpa,cpa,Не определено,Десктоп,no,yes,22,1,60,12,3,1,1497
2020-08-30,(direct),(none),Доставка есть,Мобайл,yes,yes,76,2,60,12,20,2,2548
2020-08-07,yandex,cpc,Доставки нет,Мобайл,no,no,18,3,60,12,14,0,0
2020-09-08,yandex,cpc,Доставки нет,Мобайл,no,no,36,4,60,12,12,0,0
2020-02-24,yandex,cpc,Доставки нет,Мобайл,yes,no,33,2,60,12,8,2,6423
2020-03-06,opmcpa,cpa,Не определено,Мобайл,yes,no,28,1,60,12,11,2,859
2020-02-21,google,cpc,Доставки нет,Десктоп,yes,no,20,2,60,12,6,1,2756
2020-02-02,cityads,cpa,Доставка есть,Мобайл,yes,no,20,2,60,12,26,2,1916
2020-07-15,yandex,cpc,Доставка есть,Десктоп,no,yes,18,2,60,12,14,2,2088
2020-01-09,google,organic,Доставка есть,Мобайл,no,yes,28,2,60,12,12,2,1697
2020-02-09,(direct),(none),Доставки нет,Десктоп,yes,no,17,2,60,12,10,1,1013
2020-01-31,other,email,Не определено,Мобайл,yes,no,12,1,60,12,11,1,942
2020-04-26,yandex,organic,Доставки нет,Десктоп,yes,no,19,2,60,12,10,0,0
2020-05-19,yandex,cpc,Доставка есть,Десктоп,no,yes,34,3,60,12,9,2,1795
2020-08-05,yandex,cpc,Доставки нет,Мобайл,no,no,15,1,60,12,16,0,0
2020-02-16,vk,social,Доставка есть,Мобайл,yes,no,32,2,60,12,11,2,2513
2020-02-14,opmcpa,cpa,Не определено,Десктоп,yes,yes,29,2,60,12,8,2,1638
2020-09-21,co-promo,email,Доставка есть,Мобайл,no,no,66,3,60,12,18,2,2655
2020-08-04,DuckDuckGo,organic,Не определено,Десктоп,no,no,17,5,60,12,6,2,1685
2020-09-08,admitad,cpa,Не определено,Десктоп,no,yes,12,3,60,12,7,0,0
2020-06-27,promo,email,Доставка есть,Десктоп,no,no,24,2,60,12,14,2,1967
2020-09-20,facebook,cpc,Не определено,Десктоп,no,no,11,3,60,12,3,0,0
2020-09-03,bing,organic,Не определено,Десктоп,yes,no,22,1,60,12,3,1,1014
2020-06-08,google,cpc,Не определено,Десктоп,no,yes,20,5,60,12,14,1,709
2020-02-10,(direct),(none),Не определено,Десктоп,yes,yes,33,4,60,12,10,2,1875
2020-08-14,google,cpc,Доставки нет,Мобайл,yes,no,18,3,60,12,38,0,0
2020-04-15,google,organic,Доставка есть,Десктоп,yes,yes,45,3,60,12,19,2,2230
2020-09-24,mytarget,organic,Не определено,Мобайл,yes,no,47,4,60,12,35,0,0
2020-03-19,google,organic,Доставки нет,Десктоп,yes,no,17,3,60,12,6,1,1138
2020-06-10,(direct),(none),Доставка есть,Десктоп,yes,yes,10,1,60,12,8,1,852
2020-04-26,other,organic,Не определено,Десктоп,yes,no,9,1,60,12,3,0,0
2020-09-06,admitad,cpa,Не определено,Мобайл,no,yes,33,4,60,12,8,1,878
2020-08-24,yandex,cpc,Доставка есть,Десктоп,yes,yes,58,2,60,12,12,2,1574
2020-02-09,yandex,organic,Доставки нет,Мобайл,yes,no,41,3,60,12,15,2,1707
2020-02-23,eLama,cpc,Доставки нет,Мобайл,yes,no,11,1,60,12,9,1,1504
2020-08-28,mytarget,organic,Не определено,Десктоп,yes,no,55,5,60,12,6,1,1278
2020-04-15,yandex,cpc,Доставки нет,Десктоп,no,no,26,2,60,12,7,1,899
2020-08-05,newsletter,email,Не определено,Мобайл,yes,no,11,1,60,12,9,1,5190
2020-08-14,google,organic,Доставки нет,Мобайл,no,no,13,2,60,12,10,1,1647
2020-06-12,google,cpc,Доставки нет,Десктоп,yes,no,13,2,60,12,12,0,0
2020-03-16,yandex,organic,Доставка есть,Мобайл,yes,yes,11,1,60,12,5,1,1432
2020-08-14,yandex,organic,Доставки нет,Мобайл,yes,no,21,2,60,12,29,0,0
2020-09-16,yandex,cpc,Доставки нет,Десктоп,yes,no,33,3,60,12,18,2,1696
2020-08-27,(direct),(none),Не определено,Мобайл,yes,yes,54,2,60,12,10,0,0
2020-02-03,admitad,cpa,Доставка есть,Мобайл,yes,no,47,4,60,12,20,3,3595
2020-08-31,google,organic,Доставки нет,Десктоп,no,no,27,2,60,12,3,1,1968
2020-05-09,yandex,organic,Доставки нет,Мобайл,yes,no,21,2,60,12,16,1,1087
2020-07-17,yandex,cpc,Доставки нет,Десктоп,no,no,12,1,60,12,3,0,0
2020-03-07,opmcpa,cpa,Не определено,Мобайл,yes,no,19,2,60,12,9,1,999
2020-06-30,DuckDuckGo,organic,Не определено,Десктоп,no,no,8,1,60,12,7,0,0
2020-05-08,admitad,cpa,Доставка есть,Мобайл,no,no,42,5,60,12,18,5,5465
2020-07-23,admitad,cpa,Доставки нет,Мобайл,yes,no,28,1,60,12,12,1,817
2020-01-19,google,organic,Доставки нет,Мобайл,yes,no,17,3,60,12,12,1,1468
2020-06-24,other,organic,Доставка есть,Десктоп,no,no,12,1,60,12,6,1,1127
2020-05-04,google,organic,Доставки нет,Мобайл,yes,yes,11,1,60,12,4,1,2188
2020-02-23,google,organic,Доставка есть,Десктоп,yes,yes,35,3,60,12,13,3,2701
2020-09-12,admitad,cpa,Доставка есть,Десктоп,yes,yes,26,2,60,12,9,0,0
2020-04-06,google,organic,Доставка есть,Десктоп,no,yes,15,1,60,12,6,0,0
2020-09-21,co-promo,email,Не определено,Десктоп,yes,yes,23,1,60,12,3,1,1146
2020-05-28,yandex,organic,Доставки нет,Десктоп,no,no,20,3,60,12,6,2,2669
2020-06-26,google,cpc,Доставки нет,Мобайл,yes,yes,41,2,60,12,17,0,0
2020-03-08,other,organic,Доставка есть,Мобайл,no,no,10,1,60,12,4,1,875
2020-05-13,DuckDuckGo,organic,Не определено,Десктоп,yes,no,9,2,60,12,1,0,0
2020-02-19,google,organic,Доставки нет,Десктоп,yes,no,18,2,60,12,5,2,2935
2020-02-20,eLama,cpc,Доставка есть,Десктоп,yes,no,22,2,60,12,8,1,1718
2020-09-03,admitad,cpa,Доставка есть,Мобайл,no,no,48,3,60,12,13,3,2666
2020-06-17,other,cpc,Не определено,Мобайл,yes,no,10,3,60,12,10,0,0
2020-04-18,google,cpc,Доставки нет,Десктоп,no,no,26,2,60,12,22,1,1267
2020-02-16,google,cpc,Доставка есть,Десктоп,no,yes,27,2,60,12,6,2,2394
2020-08-19,admitad,cpa,Доставка есть,Мобайл,yes,yes,23,1,60,12,16,1,1216
2020-07-14,eLama,cpc,Доставка есть,Десктоп,yes,no,19,2,60,12,16,2,3194
2020-08-12,admitad,cpa,Доставки нет,Мобайл,yes,no,22,1,60,12,16,0,0
2020-05-18,cityads,cpa,Не определено,Десктоп,yes,yes,36,2,60,12,13,2,2789
2020-04-23,eLama,cpc,Доставка есть,Десктоп,yes,no,20,3,60,12,12,2,2698
2020-03-29,google,organic,Доставка есть,Десктоп,yes,yes,17,1,60,12,3,1,852
2020-09-30,eLama,cpc,Доставка есть,Десктоп,no,no,3,1,60,12,3,1,4124
2020-08-13,yandex,organic,Доставки нет,Мобайл,no,no,14,2,60,12,8,0,0
2020-09-27,other,cpa,Доставка есть,Мобайл,yes,yes,36,1,60,12,18,1,675
2020-07-17,cityads,cpa,Доставка есть,Десктоп,no,no,33,3,60,12,15,2,3594
2020-07-31,google,cpc,Доставки нет,Мобайл,yes,no,10,1,60,12,23,0,0
2020-04-27,yandex,organic,Доставка есть,Мобайл,no,yes,20,2,60,12,8,2,2162
2020-06-26,newsletter,email,Доставка есть,Мобайл,yes,no,21,2,60,12,20,2,1620
2020-09-05,yandex,organic,Доставка есть,Мобайл,yes,yes,47,3,60,12,20,3,2932
2020-09-03,admitad,cpa,Доставка есть,Десктоп,yes,yes,56,2,60,12,15,2,1933
2020-08-15,google,organic,Доставки нет,Мобайл,yes,no,20,3,60,12,21,0,0
2020-05-01,other,organic,Не определено,Десктоп,yes,no,23,2,60,12,8,2,3025
2020-06-07,yandex,cpc,Не определено,Десктоп,no,yes,27,5,60,12,0,0,0
2020-04-18,google,cpc,Доставка есть,Десктоп,yes,yes,56,1,60,12,8,1,844
2020-06-11,DuckDuckGo,organic,Не определено,Десктоп,no,no,18,4,60,12,12,2,1457
2020-03-30,eLama,cpc,Не определено,Десктоп,yes,yes,32,2,60,12,6,2,2734
2020-05-03,eLama,cpc,Доставка есть,Мобайл,yes,no,15,1,60,12,10,0,0
2020-03-12,yandex,organic,Доставка есть,Мобайл,no,yes,15,2,60,12,6,2,2767
2020-08-25,co-promo,email,Доставка есть,Мобайл,yes,no,135,4,60,12,33,3,3166
2020-03-18,cityads,cpa,Доставка есть,Мобайл,yes,no,33,2,60,12,11,2,2938
2020-02-03,google,organic,Доставки нет,Десктоп,yes,no,26,1,60,12,4,1,824
2020-09-06,admitad,cpa,Не определено,Мобайл,yes,yes,46,2,60,12,19,1,907
2020-08-31,co-promo,email,Не определено,Десктоп,no,yes,43,2,60,12,0,0,0
2020-05-14,yandex,cpc,Доставки нет,Десктоп,no,no,35,4,60,12,13,3,3663
2020-02-17,yandex,organic,Доставки нет,Десктоп,no,no,27,2,60,12,8,2,6515
2020-08-13,newsletter,email,Доставка есть,Десктоп,no,yes,24,1,60,12,3,1,597
2020-05-20,google,organic,Доставки нет,Десктоп,no,no,26,3,60,12,9,2,2888
2020-01-03,facebook,social,Не определено,Десктоп,yes,no,11,2,60,12,5,1,1087
2020-05-26,google,cpc,Доставка есть,Мобайл,no,yes,11,1,60,12,6,1,1476
2020-02-05,google,cpc,Доставка есть,Десктоп,no,yes,10,1,60,12,3,1,1298
2020-06-21,other,cpc,Доставка есть,Мобайл,no,no,14,1,60,12,36,1,1815
2020-05-31,google,cpc,Доставка есть,Мобайл,yes,yes,27,2,60,12,14,1,3093
2020-06-24,google,cpc,Доставки нет,Мобайл,yes,no,23,2,60,12,21,1,1009
2020-03-20,bing,organic,Не определено,Мобайл,yes,no,22,2,60,12,8,2,1438
2020-04-18,other,organic,Не определено,Десктоп,yes,no,12,2,60,12,5,0,0
2020-07-06,(direct),(none),Доставка есть,Мобайл,yes,yes,42,2,60,12,15,1,836
2020-05-30,google,cpc,Не определено,Десктоп,no,yes,29,5,60,12,5,1,2344
2020-08-23,co-promo,email,Доставка есть,Десктоп,yes,no,11,1,60,12,3,0,0
2020-06-06,admitad,cpa,Не определено,Десктоп,no,yes,21,4,60,12,7,1,992
2020-07-25,eLama,cpc,Доставка есть,Десктоп,no,no,13,2,60,12,9,1,998
2020-03-07,(direct),(none),Доставка есть,Мобайл,yes,yes,41,1,60,12,11,1,2172
2020-03-28,google,cpc,Доставка есть,Мобайл,yes,yes,28,2,60,12,9,2,1378
2020-07-11,google,cpc,Доставка есть,Десктоп,no,yes,13,1,60,12,10,1,362
2020-01-27,DuckDuckGo,organic,Доставка есть,Десктоп,yes,no,45,2,60,12,15,2,3600
2020-01-27,other,organic,Не определено,Мобайл,yes,no,10,2,60,12,7,0,0
2020-05-07,yandex,organic,Доставки нет,Мобайл,yes,no,25,2,60,12,26,2,2187
2020-04-05,(direct),(none),Доставки нет,Мобайл,no,no,9,1,60,12,3,0,0
2020-03-11,google,organic,Не определено,Мобайл,yes,yes,28,5,60,12,13,2,1525
2020-02-16,cityads,cpa,Доставка есть,Десктоп,yes,yes,39,1,60,12,3,1,2191
2020-08-19,yandex,cpc,Доставки нет,Мобайл,no,no,72,4,60,12,22,0,0
2020-09-24,yandex,organic,Доставки нет,Мобайл,yes,no,32,2,60,12,11,0,0
2020-05-19,admitad,cpa,Доставка есть,Десктоп,yes,yes,21,2,60,12,8,1,1492
2020-03-04,google,cpc,Доставки нет,Мобайл,yes,no,13,1,60,12,6,1,2126
2020-01-02,other,organic,Доставка есть,Десктоп,yes,no,13,1,60,12,9,1,2097
2020-02-19,yandex,cpc,Доставка есть,Десктоп,no,yes,15,2,60,12,9,1,968
2020-08-08,newsletter,email,Доставка есть,Мобайл,no,no,18,2,60,12,9,2,2725
2020-03-07,google,cpc,Доставка есть,Десктоп,yes,yes,32,1,60,12,9,0,0
2020-07-31,yandex,cpc,Доставки нет,Десктоп,no,no,15,2,60,12,6,0,0
2020-06-28,yandex,cpc,Доставки нет,Мобайл,no,no,20,3,60,12,21,0,0
2020-05-15,other,cpc,Не определено,Десктоп,yes,no,18,5,60,12,4,0,0
2020-06-23,google,organic,Доставка есть,Десктоп,no,yes,31,3,60,12,16,3,2553
2020-01-01,yandex,organic,Доставки нет,Мобайл,no,no,30,3,60,12,13,1,1526
2020-01-28,(direct),(none),Доставка есть,Десктоп,no,no,16,3,60,12,9,1,1038
2020-03-31,yandex,organic,Доставка есть,Мобайл,yes,yes,28,2,60,12,12,1,586
2020-09-27,google,cpc,Доставка есть,Десктоп,yes,yes,17,2,60,12,12,1,693
2020-05-21,google,cpc,Доставка есть,Десктоп,yes,yes,18,1,60,12,4,1,1348
2020-01-20,yandex,cpc,Не определено,Мобайл,yes,yes,41,3,60,12,8,1,1256
2020-02-25,cityads,cpa,Доставка есть,Мобайл,yes,no,20,2,60,12,12,1,1448
2020-03-31,yandex,cpc,Доставка есть,Мобайл,yes,yes,37,2,60,12,12,2,1597
2020-01-11,(direct),(none),Доставка есть,Мобайл,yes,yes,28,2,60,12,13,2,3023
2020-04-09,other,organic,Не определено,Мобайл,yes,no,19,4,60,12,8,2,3214
2020-07-05,google,cpc,Доставки нет,Мобайл,yes,no,11,1,60,12,20,0,0
2020-02-17,(direct),(none),Доставки нет,Десктоп,no,no,12,2,60,12,6,1,1433
2020-01-03,eLama,cpc,Доставка есть,Мобайл,yes,no,14,1,60,12,7,1,1527
2020-07-04,cityads,cpa,Доставка есть,Десктоп,yes,yes,27,2,60,12,12,2,4045
2020-05-06,google,organic,Доставка есть,Десктоп,no,yes,38,3,60,12,11,3,3393
2020-02-05,admitad,cpa,Не определено,Мобайл,yes,yes,23,4,60,12,10,1,929
2020-01-29,yandex,cpc,Доставка есть,Мобайл,yes,yes,26,2,60,12,10,2,2204
2020-07-23,bing,organic,Не определено,Десктоп,yes,no,12,1,60,12,12,0,0
2020-02-24,yandex,cpc,Доставка есть,Десктоп,yes,yes,31,2,60,12,8,2,1658
2020-09-15,google,cpc,Доставка есть,Десктоп,no,yes,11,1,60,12,9,0,0
2020-09-11,newsletter,email,Доставка есть,Мобайл,yes,no,15,1,60,12,8,1,2785
2020-09-23,google,organic,Доставки нет,Мобайл,no,yes,27,2,60,12,6,1,1198
2020-08-11,newsletter,email,Доставка есть,Десктоп,no,no,17,1,60,12,9,1,567
2020-06-17,promo,email,Доставка есть,Мобайл,yes,yes,36,1,60,12,16,1,1178
2020-02-14,admitad,cpa,Доставки нет,Десктоп,yes,no,35,4,60,12,16,2,1916
2020-05-08,cityads,cpa,Доставка есть,Мобайл,yes,yes,14,1,60,12,4,1,1282
2020-03-23,google,cpc,Доставки нет,Мобайл,yes,no,14,2,60,12,9,1,929
2020-06-14,(direct),(none),Доставки нет,Мобайл,yes,no,27,2,60,12,22,0,0
2020-03-11,admitad,cpa,Доставки нет,Десктоп,yes,no,16,1,60,12,10,1,799
2020-06-24,bing,organic,Не определено,Десктоп,yes,no,13,1,60,12,3,1,999
2020-09-30,admitad,cpa,Не определено,Мобайл,no,yes,25,1,60,12,5,1,936
2020-08-30,eLama,cpc,Доставка есть,Мобайл,no,yes,37,1,60,12,3,1,1283
2020-05-20,yandex,cpc,Доставки нет,Десктоп,no,no,30,1,60,12,7,2,100
2020-05-20,cityads,cpa,Не определено,Десктоп,yes,yes,33,2,60,12,18,1,999
2020-02-25,google,organic,Доставка есть,Десктоп,yes,yes,22,1,60,12,3,0,0
2020-03-15,eLama,cpc,Не определено,Десктоп,no,yes,29,5,60,12,3,1,558
2020-04-08,admitad,cpa,Доставка есть,Десктоп,no,no,29,3,60,12,7,2,1976
2020-02-09,actionpay,cpa,Не определено,Мобайл,yes,no,18,2,60,12,12,1,1439
2020-08-17,yandex,cpc,Не определено,Мобайл,yes,yes,24,3,60,12,12,1,730
2020-01-27,eLama,cpc,Доставка есть,Мобайл,yes,no,17,1,60,12,5,1,1488
2020-09-06,yandex,organic,Доставка есть,Десктоп,no,yes,24,2,60,12,25,1,878
2020-04-20,(direct),(none),Доставки нет,Мобайл,no,no,12,1,60,12,2,0,0
2020-07-26,(direct),(none),Не определено,Десктоп,no,yes,48,6,60,12,29,3,3112
2020-02-16,google,cpc,Доставка есть,Мобайл,yes,yes,31,2,60,12,10,3,2177
2020-04-01,google,cpc,Доставки нет,Десктоп,no,no,12,2,60,12,12,0,0
2020-06-29,bing,organic,Доставка есть,Десктоп,yes,no,13,1,60,12,8,1,707
2020-08-29,yandex,organic,Доставки нет,Мобайл,yes,no,61,2,60,12,11,0,0
2020-03-17,yandex,cpc,Не определено,Мобайл,yes,yes,23,4,60,10,9,2,2585
2020-03-12,eLama,cpc,Доставка есть,Мобайл,no,yes,18,1,60,12,4,0,0
2020-08-28,google,organic,Доставки нет,Десктоп,yes,no,29,1,60,12,18,0,0
2020-04-22,yandex,cpc,Доставки нет,Десктоп,yes,yes,19,1,60,12,3,1,1785
2020-07-06,(direct),(none),Не определено,Мобайл,no,yes,18,5,60,12,6,2,2226
2020-07-06,other,organic,Не определено,Десктоп,no,no,7,1,60,12,9,0,0
2020-05-22,admitad,cpa,Доставка есть,Десктоп,yes,yes,37,2,60,12,6,2,2734
2020-02-16,(direct),(none),Доставка есть,Десктоп,no,no,31,2,60,12,7,2,1228
2020-08-02,yandex,cpc,Доставки нет,Мобайл,yes,no,23,2,60,12,16,1,2047
2020-03-23,yandex,cpc,Доставка есть,Десктоп,no,yes,19,1,60,12,6,2,1127
2020-02-06,yandex,organic,Доставка есть,Десктоп,yes,yes,26,1,60,12,3,1,3560
2020-05-06,promo,email,Доставка есть,Мобайл,no,no,25,2,60,12,14,1,1278
2020-04-23,google,cpc,Доставка есть,Десктоп,yes,yes,39,3,60,12,12,3,3283
2020-04-02,yandex,organic,Доставка есть,Мобайл,yes,yes,22,1,60,12,8,1,991
2020-01-07,(direct),(none),Доставка есть,Десктоп,yes,yes,20,1,60,12,3,1,797
2020-08-24,(direct),(none),Не определено,Мобайл,yes,yes,32,3,60,12,9,0,0
2020-05-20,yandex,cpc,Доставки нет,Десктоп,yes,no,28,2,60,12,12,2,2130
2020-01-18,yandex,organic,Доставка есть,Десктоп,no,yes,13,1,60,12,3,1,2737
2020-07-19,yandex,cpc,Доставки нет,Мобайл,yes,no,24,2,60,12,16,1,1375
2020-04-20,yandex,cpc,Доставка есть,Десктоп,no,yes,33,2,60,12,7,2,3293
2020-04-20,eLama,cpc,Доставка есть,Десктоп,no,no,24,3,60,12,9,3,2004
2020-01-11,cityads,cpa,Не определено,Мобайл,yes,no,13,2,60,12,8,1,1227
2020-09-20,yandex,cpc,Доставки нет,Десктоп,no,no,2,1,60,12,3,0,0
2020-05-18,facebook,social,Доставка есть,Мобайл,yes,no,19,2,60,12,7,2,1856
2020-01-29,other,organic,Не определено,Десктоп,yes,no,11,1,60,12,5,1,2667
2020-05-23,other,organic,Доставки нет,Мобайл,yes,no,11,1,60,12,3,1,1107
2020-06-17,(direct),(none),Не определено,Мобайл,yes,yes,22,3,60,12,24,2,2242
2020-06-14,bing,organic,Доставка есть,Мобайл,no,no,18,1,60,12,18,0,0
2020-09-20,DuckDuckGo,organic,Доставка есть,Мобайл,no,no,52,3,60,12,24,2,1415
2020-05-14,yandex,organic,Доставки нет,Мобайл,yes,yes,15,1,60,12,3,1,1657
2020-06-30,yandex,cpc,Доставки нет,Десктоп,no,no,19,2,60,12,16,0,0
2020-07-26,(direct),(none),Доставки нет,Десктоп,yes,no,17,1,60,12,15,1,642
2020-05-09,yandex,cpc,Доставки нет,Десктоп,yes,no,31,2,60,12,6,2,2327
2020-05-31,(direct),(none),Доставка есть,Мобайл,no,yes,17,1,60,12,12,0,0
2020-09-27,bing,organic,Доставка есть,Десктоп,no,no,11,1,60,12,3,1,2036
2020-08-25,bing,organic,Не определено,Десктоп,yes,no,13,1,60,12,0,0,0
2020-01-28,google,organic,Доставка есть,Мобайл,no,yes,23,2,60,12,8,2,1225
2020-09-16,other,organic,Доставка есть,Мобайл,no,yes,16,1,60,12,9,1,908
2020-09-10,bing,organic,Доставка есть,Десктоп,no,no,6,1,60,12,12,1,2574
2020-01-07,DuckDuckGo,organic,Не определено,Мобайл,no,yes,24,1,60,12,10,1,647
2020-02-26,google,cpc,Доставки нет,Десктоп,yes,no,14,1,60,12,10,1,1086
2020-04-30,promo,email,Доставки нет,Десктоп,yes,no,29,2,60,12,10,1,696
2020-06-16,cityads,cpa,Доставка есть,Десктоп,yes,yes,17,1,60,12,20,1,1697
2020-04-16,google,cpc,Доставка есть,Мобайл,yes,yes,31,3,60,12,12,1,730
2020-07-01,google,cpc,Доставки нет,Мобайл,no,no,23,2,60,12,6,0,0
2020-08-11,yandex,organic,Доставки нет,Десктоп,yes,no,15,2,60,12,10,0,0
2020-04-29,DuckDuckGo,organic,Не определено,Десктоп,yes,no,25,2,60,12,6,2,1606
2020-05-15,promo,email,Доставка есть,Десктоп,no,no,23,2,60,12,12,2,2736
2020-08-05,admitad,cpa,Доставки нет,Десктоп,no,no,11,1,60,12,3,0,0
2020-07-06,google,cpc,Доставка есть,Мобайл,yes,yes,20,1,60,12,24,1,1658
2020-01-02,google,organic,Доставки нет,Мобайл,no,yes,18,1,60,12,5,1,1418
2020-01-17,yandex,cpc,Доставки нет,Десктоп,yes,yes,32,2,60,12,6,1,745
2020-07-10,bing,organic,Не определено,Десктоп,yes,no,21,2,60,12,5,0,0
2020-06-02,other,organic,Не определено,Мобайл,yes,yes,10,1,60,12,5,0,0
2020-05-20,google,organic,Доставка есть,Десктоп,yes,yes,14,1,60,12,4,0,0
2020-04-26,eLama,cpc,Не определено,Десктоп,yes,yes,9,2,60,12,4,1,1617
2020-07-01,yandex,organic,Доставка есть,Десктоп,no,yes,12,1,60,12,3,0,0
2020-04-06,admitad,cpa,Не определено,Мобайл,yes,yes,37,4,60,12,12,2,2010
2020-08-30,bing,organic,Не определено,Десктоп,yes,no,14,1,60,12,3,1,2006
2020-07-07,newsletter,email,Не определено,Десктоп,yes,yes,10,4,60,12,0,0,0
2020-08-09,promo,email,Не определено,Десктоп,no,no,11,3,60,12,12,1,338
2020-09-02,yandex,cpc,Доставка есть,Десктоп,no,yes,37,2,60,12,14,1,2407
2020-06-25,promo,email,Доставки нет,Десктоп,yes,no,15,1,60,12,8,0,0
2020-08-15,bing,organic,Доставка есть,Десктоп,no,no,10,1,60,12,3,1,2080
2020-05-21,vk,social,Доставка есть,Десктоп,no,yes,24,1,60,12,22,0,0
2020-04-21,yandex,cpc,Доставки нет,Десктоп,yes,no,29,2,60,12,11,1,635
2020-04-28,facebook,social,Не определено,Десктоп,yes,yes,26,2,60,12,6,1,1383
2020-08-18,co-promo,email,Доставка есть,Десктоп,yes,no,14,1,60,12,6,1,1288
2020-05-30,bing,organic,Доставка есть,Десктоп,yes,no,11,1,60,12,7,1,928
2020-06-13,cityads,cpa,Не определено,Десктоп,yes,yes,22,4,60,12,10,1,1955
2020-04-09,opmcpa,cpa,Не определено,Десктоп,yes,no,17,2,60,12,3,1,1745
2020-06-14,other,organic,Доставка есть,Десктоп,yes,no,12,1,60,12,7,1,1107
2020-03-15,other,organic,Доставка есть,Мобайл,yes,no,20,1,60,12,9,1,1107
2020-01-07,google,cpc,Доставка есть,Мобайл,no,yes,31,4,60,12,17,3,2411
2020-08-12,google,cpc,Доставки нет,Мобайл,no,no,14,2,60,12,16,0,0
2020-04-06,(direct),(none),Доставка есть,Мобайл,no,yes,16,1,60,12,3,0,0
2020-03-06,eLama,cpc,Не определено,Мобайл,no,yes,12,2,60,12,5,1,1252
2020-08-11,yandex,organic,Доставки нет,Мобайл,yes,no,13,2,60,12,16,1,1338
2020-07-14,(direct),(none),Доставки нет,Десктоп,yes,yes,37,1,60,12,3,1,1318
2020-01-30,google,organic,Доставки нет,Мобайл,no,yes,29,2,60,12,7,1,828
2020-03-20,cityads,cpa,Доставка есть,Десктоп,no,no,19,1,60,12,3,1,607
2020-07-18,eLama,cpc,Не определено,Десктоп,yes,yes,10,1,60,12,0,0,0
2020-09-25,mytarget,cpc,Не определено,Десктоп,yes,no,15,2,60,12,3,0,0
2020-01-31,google,organic,Доставка есть,Десктоп,no,yes,40,2,60,12,10,2,3350
2020-04-13,yandex,cpc,Доставка есть,Мобайл,yes,yes,30,2,60,12,10,1,669
2020-06-02,yandex,cpc,Доставка есть,Мобайл,yes,yes,14,1,60,12,6,1,1128
2020-03-14,yandex,organic,Доставки нет,Десктоп,yes,no,32,2,60,12,14,1,759
2020-04-14,yandex,cpc,Доставка есть,Десктоп,yes,yes,32,2,60,12,7,2,1676
2020-06-11,admitad,cpa,Не определено,Мобайл,no,yes,18,2,60,12,4,0,0
2020-06-13,other,cpc,Доставка есть,Мобайл,no,no,11,1,60,12,11,1,2365
2020-09-29,(direct),(none),Не определено,Мобайл,yes,yes,79,4,60,12,12,0,0
2020-06-24,(direct),(none),Доставка есть,Десктоп,yes,yes,37,2,60,12,14,2,2051
2020-08-08,yandex,organic,Доставки нет,Мобайл,no,no,21,2,60,12,13,0,0
2020-02-02,yandex,organic,Доставка есть,Десктоп,yes,yes,15,1,60,12,3,1,4019
2020-07-12,google,cpc,Доставка есть,Мобайл,yes,yes,29,3,60,12,26,3,5069
2020-06-17,facebook,social,Не определено,Мобайл,yes,yes,9,1,60,12,10,0,0
2020-01-27,google,organic,Доставка есть,Мобайл,no,yes,32,2,60,12,11,1,998
2020-02-25,yandex,cpc,Доставка есть,Мобайл,yes,yes,36,2,60,12,10,1,852
2020-01-11,cityads,cpa,Не определено,Десктоп,yes,no,18,1,60,12,3,1,937
2020-06-24,yandex,cpc,Доставки нет,Десктоп,yes,no,19,2,60,12,8,0,0
2020-01-25,google,cpc,Доставки нет,Десктоп,yes,no,18,1,60,12,3,1,2222
2020-07-16,bing,organic,Не определено,Десктоп,yes,no,12,2,60,12,9,1,848
2020-03-02,newsletter,email,Не определено,Десктоп,yes,no,17,2,60,12,5,1,790
2020-06-15,other,cpc,Доставка есть,Мобайл,yes,no,19,1,60,12,24,2,809
2020-04-23,(direct),(none),Доставка есть,Десктоп,yes,yes,20,1,60,12,4,1,978
2020-05-07,other,organic,Не определено,Десктоп,yes,no,18,2,60,12,11,2,2722
2020-06-30,admitad,cpa,Доставка есть,Мобайл,no,yes,15,1,60,12,21,1,636
2020-05-29,yandex,cpc,Доставки нет,Мобайл,yes,yes,13,1,60,12,4,1,1441
2020-03-09,yandex,organic,Доставки нет,Десктоп,no,no,30,3,60,12,9,3,2604
2020-01-25,yandex,organic,Доставки нет,Десктоп,no,no,12,1,60,12,5,0,0
2020-04-09,google,cpc,Доставка есть,Десктоп,yes,yes,35,2,60,12,12,2,1851
2020-03-06,(direct),(none),Доставка есть,Десктоп,no,yes,18,1,60,12,4,1,1356
2020-02-14,eLama,cpc,Не определено,Десктоп,yes,yes,20,2,60,12,3,1,2860
